identifier,title,creator,date,language
a_soldier_of_the_legion_1702_librivox,A Soldier Of The Legion; An Englishman's Adventures Under The French Flag in Algeria And Tonquin,George Manington,2017-02-16T00:00:00Z,eng
a_soldiers_diary_2110_librivox,A Soldier's Diary,Ralph Scott,2021-10-16T00:00:00Z,eng
a_spring_song_and_a_later_2205.poem_librivox,A Spring Song And A Later,James Whitcomb Riley,2022-05-08T00:00:00Z,eng
a_study_in_scarlet_1406_librivox,A Study In Scarlet,Sir Arthur Conan Doyle,2014-06-18T00:00:00Z,eng
a_summer_morning_1608.poem_librivox,A Summer Morning,R. F. Murray,2016-08-07T00:00:00Z,eng
a_surgeon_in_arms_1907_librivox,A Surgeon In Arms,Robert James Manion,2019-07-31T00:00:00Z,eng
a_system_of_logic_2209_librivox,A System of Logic,John Stuart Mill,2022-09-10T00:00:00Z,eng
a_tale_of_a_tub_eb_1403_librivox,A Tale of a Tub,Jonathan Swift,2014-03-02T00:00:00Z,eng
a_thanksgiving_dream_1912.poem_librivox,A Thanksgiving Dream,Joseph Crosby Lincoln,2019-12-01T00:00:00Z,eng
a_thunderstorm_at_night_1606.poem_librivox,A Thunderstorm at Night,Eric Mackay,2016-06-05T00:00:00Z,eng
a_to_zed_1910_librivox,The A to Zed Collection,Various,2019-10-18T00:00:00Z,eng
a_travers_les_regions_de_france_1908_librivox,À travers les régions de France,Georges François Renard,2019-08-10T00:00:00Z,fre
a_visit_to_three_fronts_1408_librivox,A Visit to Three Fronts: June 1916,Sir Arthur Conan Doyle,2014-08-07T00:00:00Z,eng
a_warning_2011.poem_librivox,A Warning,Ella Wheeler Wilcox,2020-11-22T00:00:00Z,eng
a_wasted_day_1505_librivox,A Wasted Day,Richard Harding Davis,2015-05-03T00:00:00Z,eng
a_wish_1809.poem_librivox,A Wish,Samuel Rogers,2018-09-02T00:00:00Z,eng
a_womans_journey_round_the_world_1406_librivox,A Woman's Journey Round the World,Ida Laura Pfeiffer,2014-06-10T00:00:00Z,eng
a_womans_love_letters_1702_librivox,A Woman's Love Letters,Sophia Margaretta Hensley,2017-02-08T00:00:00Z,eng
a_womans_way_through_unknown_labrador_2101_librivox,A Woman's Way Through Unknown Labrador,Mina Benson Hubbard,2021-01-25T00:00:00Z,eng
a_wonder_book_vers_2_1810_librivox,A Wonder Book for Girls and Boys (version 2),Nathaniel Hawthorne,2018-10-13T00:00:00Z,eng
a_word_to_the_weary_2211_librivox,A Word to the Weary,William S. Plumer,2022-11-08T00:00:00Z,eng
a_world_of_girls_2206_librivox,A World of Girls: The Story of a School,L. T. Meade,2022-06-21T00:00:00Z,eng
a_young_girls_diary_1504_librivox,A Young Girl's Diary,Anonymous,2015-04-19T00:00:00Z,eng
aardappelmes_1301_librivox,Van Aardappel-mes tot Officiersdegen,Melis Stoke,2013-01-31T00:00:00Z,nld
aarons_rod_1601_librivox,Aaron's Rod,D. H. Lawrence,2016-01-26T00:00:00Z,eng
aarontrow_1410_librivox,Aaron Trow,Anthony Trollope,2014-10-17T00:00:00Z,eng
abaddayforvermin_by_keith_laumer_1707_librivox,A Bad Day For Vermin by Keith Laumer,Keith Laumer,2017-07-27T00:00:00Z,eng
abaft_funnel_1307_librivox,Abaft The Funnel,Rudyard Kipling,2013-07-08T00:00:00Z,eng
abandoned_1012_librivox,Abandoned,W. Clark Russell,2010-12-18T00:00:00Z,eng
abandoned_1602_librivox,Abandoned,Jules Verne,2016-02-29T00:00:00Z,eng
abandoned_room_1101_librivox,The Abandoned Room,Wadsworth Camp,2011-01-31T00:00:00Z,eng
abbemouretstransgressionbookfive_2412_librivox,"Abbe Mouret's Transgression, Book Five of Rougon-Macquart Cycle",Émile Zola,2024-12-13T00:00:00Z,eng
abbotsford_newstead_abbey_gg_1701_librivox,Abbotsford and Newstead Abbey,Washington Irving,2017-01-23T00:00:00Z,eng
abbotts_ghost_0910_librivox,The Abbots Ghost or Maurice Treherne Temptation,Louisa May Alcott,2009-10-17T00:00:00Z,eng
abc_of_atoms_2108_librivox,The ABC of Atoms,Bertrand Russell,2021-08-08T00:00:00Z,eng
abcofrelativity_2204_librivox,The ABC of Relativity,Bertrand Russell,2022-04-16T00:00:00Z,eng
abcpetitscontes_1609_librivox,ABC: Petits Contes,Jules Lemaître,2016-09-16T00:00:00Z,fre
abcvegetablegardening_1412_librivox,ABC of Vegetable Gardening,Eben Eugene Rexford,2014-12-17T00:00:00Z,eng
abeandmawruss_1807_librivox,Abe and Mawruss: Being Further Adventures of Potash and Perlmutter,Montague Glass,2018-07-29T00:00:00Z,eng
abelmelveny_2403.poem_librivox,Abel Melveny,Edgar Lee Masters,2024-03-17T00:00:00Z,eng
abelsanchez_1904_librivox,Abel Sánchez,Miguel de Unamuno,2019-04-29T00:00:00Z,spa
abesanecdotes_2412_librivox,Abe Lincoln's Anecdotes and Stories,R. D. Wordsworth,2024-12-05T00:00:00Z,eng
abideinchrist_cs_librivox,Abide in Christ,Andrew Murray,2012-12-09T00:00:00Z,eng
abigail_adams_and_her_times_1812_librivox,Abigail Adams and Her Times,Laura E. Howe Richards,2018-12-17T00:00:00Z,eng
abirdingbronco_1103_librivox,A-Birding on a Bronco,Florence A. Merriam,2011-03-28T00:00:00Z,eng
ablemclaughlins_2105_librivox,The Able McLaughlins,Margaret Wilson,2021-05-25T00:00:00Z,eng
aboe_bakar_1805_librivox,Aboe Bakar,Paul Adriaan Daum,2018-05-28T00:00:00Z,nld
abominationsofmodernsociety_1306_librivox,The Abominations of Modern Society,Thomas Dewitt Talmage,2013-06-01T00:00:00Z,eng
aboriginal_canada,The Dawn of Canadian History : A Chronicle of Aboriginal Canada,Stephen Leacock,2006-09-21T00:00:00Z,eng
about_orchids_py_librivox,"About Orchids, a Chat",Frederick Boyle,2010-05-22T00:00:00Z,eng
above_lavender_bay_2101.poem_librivox,Above Lavender Bay,Henry Lawson,2021-01-24T00:00:00Z,eng
abovethefrenchlines_2008_librivox,Above the French Lines,Stuart Walcott,2020-08-08T00:00:00Z,eng
aboycrusoe_1408_librivox,A Boy Crusoe,Allan Eric,2014-08-26T00:00:00Z,eng
aboyswill_1010_librivox,A Boy's Will,Robert Frost,2010-10-23T00:00:00Z,eng
abraham_lincoln_2010_librivox,Recollections of Abraham Lincoln 1847-1865 By Ward Hill Lamon edited by Dorothy Lamon,Ward Hill Lamon,2020-10-09T00:00:00Z,eng
abraham_lincoln_a_history_3_1607_librivox,Abraham Lincoln: A History (Volume 3),John Hay; John George Nicolay,2016-07-22T00:00:00Z,eng
abraham_lincoln_a_history_9_1804_librivox,Abraham Lincoln: A History (Volume 9),John Hay; John George Nicolay,2018-04-26T00:00:00Z,eng
abraham_lincoln_history_10_1804_librivox,Abraham Lincoln: A History Volume 10,John Hay; John George Nicolay,2018-04-10T00:00:00Z,eng
abraham_lincoln_history_2_1603_librivox,Abraham Lincoln: A History (Volume 2),John Hay; John George Nicolay,2016-03-22T00:00:00Z,eng
abraham_lincoln_history_4_1701_librivox,Abraham Lincoln: A History (Volume 4),John Hay; John George Nicolay,2017-01-02T00:00:00Z,eng
abraham_lincoln_history_5_1703_librivox,Abraham Lincoln: A History (Volume 5),John Hay; John George Nicolay,2017-03-16T00:00:00Z,eng
abraham_lincoln_history_6_1707_librivox,Abraham Lincoln: A History (Volume 6),John Hay; John George Nicolay,2017-07-23T00:00:00Z,eng
abraham_lincoln_history_7_1710_librivox,Abraham Lincoln: A History (Volume 7),John Hay; John George Nicolay,2017-10-01T00:00:00Z,eng
abraham_lincoln_history_8_1712_librivox,Abraham Lincoln: A History Volume 8,John Hay; John George Nicolay,2017-12-10T00:00:00Z,eng
abraham_lincoln_walks_librivox,Abraham Lincoln Walks at Midnight,Vachel Lindsay,2007-02-27T00:00:00Z,eng
abrahamlincoln_1306_librivox,The Every-day Life of Abraham Lincoln,Francis Fisher Browne,2013-06-17T00:00:00Z,eng
abrahamlincoln_prairieyears_vol1_2308_librivox,"Abraham Lincoln: The Prairie Years, Volume 1",Carl Sandburg,2023-08-04T00:00:00Z,eng
abrahamlincolnandtheabolitionofslavery_1706_librivox,Abraham Lincoln and the Abolition of Slavery in the United States,Charles Godfrey Leland,2017-06-09T00:00:00Z,eng
abroadwithmarktwain_2404_librivox,Abroad with Mark Twain and Eugene Field - Tales They Told to a Fellow Correspondent,Henry William Fischer,2024-04-22T00:00:00Z,eng
abrojos_1903_librivox,Abrojos,Rubén Darío,2019-03-16T00:00:00Z,spa
absalom_achitophel_tc_librivox,Absalom and Achitophel,John Dryden,2011-09-16T00:00:00Z,eng
absentee_1803_librivox,The Absentee,Maria Edgeworth,2018-03-29T00:00:00Z,eng
absolute_surrender_librivox,Absolute Surrender and Other Addresses,Andrew Murray,2006-02-09T00:00:00Z,eng
abunchofkeys_1910_librivox,"A bunch of keys, where they were found and what they might have unlocked - A Christmas book",Various; Tom Hood,2019-10-15T00:00:00Z,eng
abundleoflettersfromoverthesea_2407_librivox,A Bundle of Letters from over the Sea,Louise B. Robinson,2024-07-22T00:00:00Z,eng
abutelfan_2406_librivox,Abu Telfan oder Die Heimkehr vom Mondgebirge,Wilhelm Raabe,2024-06-10T00:00:00Z,deu
academische_gedichte_1912_librivox,Academische Gedichte,Johann Philipp Lorenz Withof,2019-12-09T00:00:00Z,deu
acasketofcameos_2011_librivox,A Casket of Cameos,Frank W. Boreham,2020-11-03T00:00:00Z,eng
according_promise_1110_librivox,"According to Promise, or The Lord’s Method of Dealing with His Chosen People",Charles H. Spurgeon,2011-10-26T00:00:00Z,eng
accordingtopattern_2405_librivox,According to the Pattern,Grace Livingston Hill,2024-05-16T00:00:00Z,eng
aces_up_1805_librivox,Aces Up,Covington Clarke,2018-05-24T00:00:00Z,eng
acharnians_billson_translation_1506_librivox,The Acharnians (Billson Translation),Aristophanes,2015-06-28T00:00:00Z,eng
achilleid_1912_librivox,Achilleid,Publius Papinius Statius,2019-12-30T00:00:00Z,eng
achilleis_0911_librivox,Achilleis,Johann Wolfgang von Goethe,2009-11-12T00:00:00Z,deu
achristmascarol_2306_librivox,A Christmas Carol (Version 14),Charles Dickens,2023-06-28T00:00:00Z,eng
achristmascarolcondensed_1412_librivox,A Christmas Carol - Condensed by the Author for his Dramatic Readings,Charles Dickens,2014-12-24T00:00:00Z,eng
acht_gesichter_am_biwasee_1403_librivox,Die acht Gesichter am Biwasee,Max Dauthendey,2014-03-03T00:00:00Z,deu
aconfession_1610_librivox,A Confession (Version 2),Leo Tolstoy,2016-10-04T00:00:00Z,eng
acres_of_diamonds_1008_librivox,Acres of Diamonds,Russell Conwell,2010-08-02T00:00:00Z,eng
acres_of_diamonds_1507_librivox,Acres of Diamonds (Version 2),Russell Conwell,2015-08-03T00:00:00Z,eng
across_asia_bicycle_1608_librivox,Across Asia on a Bicycle,Thomas Gaskell Allen; William Lewis Sachtleben,2016-08-07T00:00:00Z,eng
across_the_plains_in_1844_2108_librivox,Across the Plains in 1844,Catherine Sager Pringle,2021-08-19T00:00:00Z,eng
across_the_reef_2109_librivox,Across the Reef: The Marine Assault of Tarawa,Joseph H. Alexander,2021-09-20T00:00:00Z,eng
acrossmongolianplains_2103_librivox,Across Mongolian Plains: A Naturalist's Account of China's 'Great Northwest',Roy Chapman Andrews,2021-03-20T00:00:00Z,eng
acrosstheandes_2401_librivox,Across the Andes,Charles Johnson Post,2024-01-19T00:00:00Z,eng
acrosstheyears_1212_librivox,Across The Years,Eleanor H. Porter,2012-12-18T00:00:00Z,eng
acruisingvoyage_1801_librivox,A Cruising Voyage Around the World,Woodes Rogers,2018-01-13T00:00:00Z,eng
actionsandreactions_1908_librivox,Actions And Reactions,Rudyard Kipling,2019-08-21T00:00:00Z,eng
actressinhighlife_1901_librivox,The Actress in High Life: An Episode in Winter Quarters,Susan Petigru King-Bowen,2019-01-31T00:00:00Z,eng
acts_darby_1507_librivox,Bible (DBY) NT 05: Acts,Darby Bible,2015-07-10T00:00:00Z,eng
acts_kjv_1112_librivox,Acts (KJV),King James Version,2011-12-19T00:00:00Z,eng
acts_kjv_v2_1401_librivox,Bible (KJV) NT 05: Acts (version 2),King James Version (KJV),2014-01-28T00:00:00Z,eng
acts_of_the_apostles_asv_ss_librivox0,The Acts of the Apostles,American Standard Version,2008-01-08T00:00:00Z,eng
adam_bede_0901_librivox,Adam Bede,George Eliot,2009-01-12T00:00:00Z,eng
adam_bede_version_2_2009_librivox,Adam Bede (version 2),George Eliot,2020-09-10T00:00:00Z,eng
adamandeve_1111_librivox,Adam And Eve,John Milton,2011-11-01T00:00:00Z,eng
adamerton_2210_librivox,Ada Merton,"Francis J. Finn, S.J.",2022-10-13T00:00:00Z,eng
adaptation_2106_librivox,Adaptation,Mack Reynolds,2021-06-09T00:00:00Z,eng
adashforathrone_1303_librivox,A Dash for a Throne,Arthur W. Marchmont,2013-03-11T00:00:00Z,eng
additions_daniel_ds_librivox,Additions to Daniel KJV,King James Version,2007-08-01T00:00:00Z,eng
address_goldfishes_1209_librivox,Address to Certain Goldfishes,Hartley Coleridge,2012-09-02T00:00:00Z,eng
addresses_by_presidents_2003_librivox,State of the Union Addresses by United States Presidents (1893 - 1896),Various,2020-03-12T00:00:00Z,eng
adelgitha_1812_librivox,Adelgitha,Matthew Lewis,2018-12-04T00:00:00Z,eng
adeline_mowbray_1101_librivox,Adeline Mowbray,Amelia Opie,2011-01-02T00:00:00Z,eng
adelphi_2005_librivox,"Adelphi: or, The Brothers",Terence,2020-05-07T00:00:00Z,eng
adiosdeschubert_2412_librivox,El adiós de Schubert,Vicente Blasco Ibáñez,2024-12-26T00:00:00Z,spa
adirondacks_1708_librivox,Stories from the Adirondacks,Albert A. Young,2017-08-18T00:00:00Z,eng
adjudgedcase_1401.poem_librivox,Report On an Adjudged Case,William Cowper,2014-01-14T00:00:00Z,eng
adlestrop_0909_librivox,Adlestrop,Edward Thomas,2009-09-27T00:00:00Z,eng
admirable_bashville_1104_librivox,The Admirable Bashville,George Bernard Shaw,2011-04-17T00:00:00Z,eng
admiralsall_2312_librivox,Admirals All,Sir Henry Newbolt,2023-12-12T00:00:00Z,eng
adopting_of_rosa_marie_1901_librivox,The Adopting of Rosa Marie,Carroll Watson Rankin,2019-01-03T00:00:00Z,eng
adpi_2107_librivox,Antologia di poetesse italiane,Various,2021-07-05T00:00:00Z,ita
adrienne_lecouvreur_2111_librivox,Adrienne Lecouvreur,Ernest Legouve; Eugène Scribe,2021-11-29T00:00:00Z,eng
adrift_in_the_unknown_2311_librivox,Adrift in the Unknown; or Queer Adventures in a Queer Realm,William Wallace Cook,2023-11-18T00:00:00Z,eng
adrift_newyork_0910_librivox,Adrift in New York,"Horatio Alger, Jr.",2009-10-25T00:00:00Z,eng
adrift_on_icepan_smh_0906_librivox,Adrift on an Ice-Pan,Sir Wilfred Grenfell,2009-06-05T00:00:00Z,eng
ads_and_sales_2206_librivox,Ads and Sales: A Study of Advertising and Selling from the Standpoint of the New Principles of Scientific Management,Herbert Newton Casson,2022-06-30T00:00:00Z,eng
adulterousmarriages_2206_librivox,On Adulterous Marriages,Saint Augustine of Hippo,2022-06-15T00:00:00Z,eng
advance_agent_2304_librivox,Advance Agent,Christopher Anvil,2023-04-04T00:00:00Z,eng
advance_science_jms_librivox,The Advance of Science in the Last Half-Century,T. H. Huxley,2007-05-15T00:00:00Z,eng
advent_days_1607_librivox,Advent Days and Poems of Remembrance,Kate Seymour MacLean,2016-07-03T00:00:00Z,eng
adventreadings_2101_librivox,Advent readings and spoken hymns,King James Version (KJV); Evangelical Lutheran Church in America,2021-01-09T00:00:00Z,eng
adventskalender2011_1111_librivox,Adventskalender 2011,Various,2011-11-30T00:00:00Z,deu
adventskalender2013_1311_librivox,Adventskalender 2013,Various,2013-11-28T00:00:00Z,deu
adventskalender2024_2411_librivox,Adventskalender 2024,Various,2024-11-26T00:00:00Z,deu
adventskalender_2009_0911_librivox,Adventskalender 2009,Various,2009-11-29T00:00:00Z,deu
adventskalender_2010_librivox,Adventskalender 2010,Various,2010-11-22T00:00:00Z,deu
adventskalender_2012_librivox,Adventskalender 2012,Various,2012-11-28T00:00:00Z,deu
adventskalender_2014_1411_librivox,Adventskalender 2014,Various,2014-11-26T00:00:00Z,deu
adventskalender_2015_1511_librivox,Adventskalender 2015,Various,2015-11-27T00:00:00Z,deu
adventskalender_2016_1611_librivox,Adventskalender 2016,Various,2016-11-30T00:00:00Z,deu
adventskalender_2017_1711_librivox,Adventskalender 2017,Various,2017-11-29T00:00:00Z,deu
adventskalender_2018_1811_librivox,Adventskalender 2018,Various,2018-11-29T00:00:00Z,deu
adventskalender_2019_1911_librivox,Adventskalender 2019,Various,2019-11-26T00:00:00Z,deu
adventskalender_2020_2011_librivox,Adventskalender 2020,Various,2020-11-26T00:00:00Z,deu
adventskalender_2021_2111_librivox,Adventskalender 2021,Various,2021-11-14T00:00:00Z,deu
adventskalender_2022_2211_librivox,Adventskalender 2022,Various,2022-11-27T00:00:00Z,deu
adventskalender_2023_2311_librivox,Adventskalender 2023,,2023-11-26T00:00:00Z,deu
adventure_2305_librivox,An Adventure,Charlotte Anne Moberly; Eleanor Jourdain,2023-05-25T00:00:00Z,eng
adventure_of_the_broad_arrow_librivox,The Adventure of the Broad Arrow - An Australian Romance,Morley Roberts,2022-10-26T00:00:00Z,eng
adventureofcharlesmilverton_2301_librivox,The Adventure of Charles Augustus Milverton,Sir Arthur Conan Doyle,2023-01-03T00:00:00Z,eng
adventureofthecopperbeeches_2108_librivox,The Adventure of the Copper Beeches,Sir Arthur Conan Doyle,2021-08-14T00:00:00Z,eng
adventureoftheredcircle_2307_librivox,The Adventure of the Red Circle,Sir Arthur Conan Doyle,2023-07-27T00:00:00Z,eng
adventureofthespeckledband_1311_librivox,The Adventure of the Speckled Band,Sir Arthur Conan Doyle,2013-11-08T00:00:00Z,eng
adventurers_england_on_hudson_bay_1105_librivox,The 'Adventurers of England' on Hudson Bay,Agnes C. Laut,2011-05-30T00:00:00Z,eng
adventurersofthefarnorth_tg_librivox,Chronicles of Canada Volume 20 - Adventurers of the Far North,librivoxaudio,2013-02-07T00:00:00Z,eng
adventures_arsene_lupin_gentleman-burglar_cb_1507_librivox,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar",Maurice Leblanc,2015-07-05T00:00:00Z,eng
adventures_bear_2301_librivox,"The Adventures of a Bear, and a Great Bear Too",Alfred Elwes,2023-01-15T00:00:00Z,eng
adventures_bindle_dwj_librivox,Adventures of Bindle,Herbert Jenkins,2013-05-26T00:00:00Z,eng
adventures_chatterer_1605_librivox,The Adventures of Chatterer the Red Squirrel (Dramatic Version),Thornton W. Burgess,2016-05-09T00:00:00Z,eng
adventures_chatterer_red_squirrel_js_1611_librivox,The Adventures of Chatterer the Red Squirrel,Thornton W. Burgess,2016-11-05T00:00:00Z,eng
adventures_dannymeadowmouse_2207_librivox,The Adventures of Danny Meadow Mouse (Version 3),Thornton W. Burgess,2022-07-04T00:00:00Z,eng
adventures_elizabeth_rugen_2211_librivox,The Adventures of Elizabeth in Rügen,Elizabeth von Arnim,2022-11-08T00:00:00Z,eng
adventures_gerard_1005_librivox,The Adventures of Gerard,Sir Arthur Conan Doyle,2010-05-01T00:00:00Z,eng
adventures_holmes,The Adventures of Sherlock Holmes,Sir Arthur Conan Doyle,2007-03-10T00:00:00Z,eng
adventures_huckleberryfinn_ver03_0904,Adventures of Huckleberry Finn (version 03),Mark Twain,2009-04-09T00:00:00Z,eng
adventures_in_idealism_2309_librivox,Adventures in Idealism,Eugene Benjamin; Katharine Sabsovich; Boris Bogen; Solomon Lowenstein; Bernard Palitz; Saul Drucker; Jacob Lipman; Joseph W. Pincus; George W. Simon,2023-09-12T00:00:00Z,eng
adventures_jimmy_skunk_jl_librivox,The Adventures of Jimmy Skunk,Thorton W. Burgess,2008-03-07T00:00:00Z,eng
adventures_lightfoot_deer_1307_librivox,The Adventures of Lightfoot the Deer,Thornton W. Burgess,2013-07-18T00:00:00Z,eng
adventures_lightfoot_the_deer_js_1804_librivox,The Adventures of Lightfoot the Deer (Version 2),Thornton W. Burgess,2018-04-12T00:00:00Z,eng
adventures_mr_mocker_1108_librivox,The Adventures of Mr. Mocker,Thornton W. Burgess,2011-08-17T00:00:00Z,eng
adventures_mrsseacole_1407_librivox,Wonderful Adventures of Mrs. Seacole in Many Lands,Mary Seacole,2014-07-19T00:00:00Z,eng
adventures_of_an_ugly_girl_1910_librivox,The Adventures of an Ugly Girl,Elizabeth Burgoyne Corbett,2019-10-31T00:00:00Z,eng
adventures_of_arsene_lupin_1401_librivox,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar",Maurice Leblanc,2014-01-23T00:00:00Z,eng
adventures_of_brownie_0809_librivox,Adventures of a Brownie as Told to My Child,Miss Mulock,2008-09-15T00:00:00Z,eng
adventures_of_buffalobill_1210_librivox,The Adventures of Buffalo Bill,"William F. Cody, Col.",2012-10-26T00:00:00Z,eng
adventures_of_dog_1101_librivox,"The Adventures of a Dog, and a Good Dog Too",Alfred Elwes,2011-01-04T00:00:00Z,eng
adventures_of_prickly_porky_1311_librivox,The Adventures of Prickly Porky,Thornton W. Burgess,2013-11-09T00:00:00Z,eng
adventures_of_prickly_porky_ver2_2301_librivox,The Adventures of Prickly Porky (Version 2),Thornton W. Burgess,2023-01-31T00:00:00Z,eng
adventures_of_tom_sawyer_1402_librivox,The Adventures of Tom Sawyer (dramatic reading),Mark Twain,2014-02-24T00:00:00Z,eng
adventures_of_tommy_postoffice_1708_librivox,"The Adventures of Tommy Postoffice, the True Story of a Cat",Gabrielle E. Jackson,2017-08-07T00:00:00Z,eng
adventures_paddy_beaver_lb_2211_librivox,The Adventures of Paddy the Beaver (version 2),Thornton W. Burgess,2022-11-29T00:00:00Z,eng
adventures_peregrine_pickle_0905_librivox,"The Adventures of Peregrine Pickle, Volume I.",Tobias Smollett,2009-05-03T00:00:00Z,eng
adventures_peter_cottontail_v2_js_1702_librivox,The Adventures of Peter Cottontail (version 2),Thornton W. Burgess,2017-02-12T00:00:00Z,eng
adventures_pinocchio_1207_librivox,The Adventures of Pinocchio,Carlo Collodi,2012-07-16T00:00:00Z,eng
